Date,Merchant,Category,Account,Original Statement,Notes,Amount,Tags,Owner
2026-04-23,Advia Credit Union,Cash & ATM,CASHBACK DEBIT (...3359),ATM Withdrawal,,-200.00,,Shared
2026-04-23,Advia Credit Union,Cash & ATM,CASHBACK DEBIT (...3359),ATM Withdrawal,,-300.00,,Shared
2026-04-23,E-470 Public Highway Authority,Parking & Tolls,Apple Card,E-470 Public Highway Authority,,-28.35,,Shared
2026-04-23,Target,Groceries,Apple Card,Target,,-5.20,,Shared
2026-04-23,"Apple Card, Cash, and Savings",Other Income,Apple Cash,Deposit,,0.67,,Shared
2026-04-23,"Apple Card, Cash, and Savings",Other Income,Apple Cash,Deposit,,0.80,,Shared
2026-04-23,"Apple Card, Cash, and Savings",Other Income,Apple Cash,Deposit,,0.62,,Shared
2026-04-22,Circle K,Gas,CASHBACK DEBIT (...3359),CIRCLEK#2709516,,-85.50,,Shared
2026-04-22,STEM School,Education,CASHBACK DEBIT (...3359),STEM SCHOOL STO,,-55.00,,Shared
2026-04-22,Target,Shopping,CASHBACK DEBIT (...3359),ACH Withdrawal TARGET DEBIT CRD PURCHASE,,-36.44,,Shared
2026-04-22,Discover,Cash & ATM,CASHBACK DEBIT (...3359),ATM Withdrawal,,-200.00,,Shared
2026-04-22,Discover,Cash & ATM,CASHBACK DEBIT (...3359),ATM Withdrawal,,-200.00,,Shared
2026-04-22,Discover,Cash & ATM,CASHBACK DEBIT (...3359),ATM Withdrawal,,-100.00,,Shared
2026-04-22,Phillips 66,Gas,Apple Card,Phillips 66,,-33.45,,Shared
2026-04-22,Urban Village Grill,Restaurants & Bars,Apple Card,Urban Village Grill,,-63.36,,Shared
2026-04-22,"Apple Card, Cash, and Savings",Balance Adjustments,Apple Card,Adjustment,,-94.85,,Shared
2026-04-22,"Apple Card, Cash, and Savings",Transfer,Apple Card,Adjustment,,-1.90,,Shared
2026-04-22,Betterment,Entertainment & Recreation,Apple Card,BetterMe,,94.85,,Shared
2026-04-22,"Apple Card, Cash, and Savings",Balance Adjustments,Apple Card,Adjustment,,1.06,,Shared
2026-04-22,"Apple Card, Cash, and Savings",Balance Adjustments,Apple Card,Adjustment,,94.85,,Shared
2026-04-22,Betterment,Entertainment & Recreation,Apple Card,BetterMe,,-94.85,,Shared
2026-04-21,Toyota,Auto Payment,CASHBACK DEBIT (...3359),ACH Withdrawal TOYOTA ACH RTL WEB,,-1019.19,,Shared
2026-04-21,AMC Arapahoe Crossing 16,Entertainment & Recreation,Apple Card,AMC Theatres,,-40.11,,Shared
2026-04-21,AMC Theatres,Entertainment & Recreation,Apple Card,AMC Theatres,,-31.08,,Shared
2026-04-20,Apple,Credit Card Payment,CASHBACK DEBIT (...3359),ACH Withdrawal APPLECARD GSBANK PAYMENT,,-975.49,,Shared
2026-04-20,Target,Shopping,CASHBACK DEBIT (...3359),ACH Withdrawal TARGET DEBIT CRD PURCHASE,,-1.03,,Shared
2026-04-19,Circle K,Gas,Apple Card,Circle K - Convenience Store,,-47.96,,Shared
2026-04-19,Walmart,Shopping,CASHBACK DEBIT (...3359),WM SUPERCENTER,,-86.75,,Shared
2026-04-18,Ekmiveda,Shopping,Apple Card,Ekmiveda,,-81.01,,Shared
2026-04-18,"Apple Card, Cash, and Savings",Other Income,Apple Cash,Deposit,,1.29,,Shared
2026-04-18,"Apple Card, Cash, and Savings",Other Income,Apple Cash,Deposit,,1.69,,Shared
2026-04-18,Apple,Shopping,Apple Card,Apple,,-2.04,,Shared
2026-04-18,Apple,Shopping,Apple Card,Apple,,-11.81,,Shared
2026-04-18,Bawarchi Biryanis,Restaurants & Bars,Apple Card,Bawarchi Biryanis,,-84.57,,Shared
2026-04-17,Waterway,Water,CASHBACK DEBIT (...3359),WATERWAY BILLIN,,-37.00,,Shared
2026-04-17,Courtesy Acura,Auto Maintenance,CASHBACK DEBIT (...3359),COURTESY ACURA,,-90.38,,Shared
2026-04-17,Internal Revenue Service,Other Income,CASHBACK DEBIT (...3359),Early Pay TAX REF ACH from IRS TREAS 310,,9288.00,,Shared
2026-04-17,Discover,Transfer,CASHBACK DEBIT (...3359),Transfer To ONLINE SAVINGS 1405,,-9288.00,,Shared
2026-04-17,Maverik,Gas,Apple Card,Maverik,,-64.28,,Shared
2026-04-17,"Apple Card, Cash, and Savings",Other Income,Apple Cash,Deposit,,0.28,,Shared
2026-04-17,"Apple Card, Cash, and Savings",Miscellaneous,Apple Cash,Point Of Sale,,-24.51,,Shared
2026-04-17,"Apple Card, Cash, and Savings",Transfer,Apple Card,Bill Payment,,24.51,,Shared
2026-04-17,"Apple Card, Cash, and Savings",Transfer,Apple Card,Bill Payment,,975.49,,Shared
2026-04-17,Uber Eats,Restaurants & Bars,Apple Card,Uber Eats,,-23.35,,Shared
2026-04-17,Apple,Shopping,Apple Card,Apple,,-9.99,,Shared
2026-04-17,Circle K,Gas,Apple Card,Circle K - Convenience Store,,-74.07,,Shared
2026-04-16,Colorado Department of Revenue,Taxes,CASHBACK DEBIT (...3359),ACH Withdrawal CO DEPT REVENUE TAXPAYMENT,,-392.00,,Shared
2026-04-16,Discover,Cash & ATM,CASHBACK DEBIT (...3359),ATM Withdrawal,,-300.00,,Shared
2026-04-16,E-470 Public Highway Authority,Parking & Tolls,Apple Card,E-470 Public Highway Authority,,-27.65,,Shared
2026-04-16,Taco Bell,Restaurants & Bars,Apple Card,Taco Bell,,-11.18,,Shared
2026-04-16,"Apple Card, Cash, and Savings",Other Income,Apple Cash,Deposit,,0.47,,Shared
2026-04-15,Discover,Cash & ATM,CASHBACK DEBIT (...3359),ATM Withdrawal,,-200.00,,Shared
2026-04-15,Discover,Cash & ATM,CASHBACK DEBIT (...3359),ATM Withdrawal,,-200.00,,Shared
2026-04-15,"Apple Card, Cash, and Savings",Other Income,Apple Cash,Deposit,,2.63,,Shared
2026-04-15,SC Dept Revenue,Taxes,CASHBACK DEBIT (...3359),ACH Withdrawal SC DEPT REVENUE DEBIT,,-190.00,,Shared
2026-04-15,AMC Theatres,Entertainment & Recreation,Apple Card,AMC Theatres,,-23.31,,Shared
2026-04-14,Chipotle,Restaurants & Bars,Apple Card,Chipotle Mexican Grill,,-15.61,,Shared
2026-04-14,Steep Park Meadows,Phone,Apple Card,ZAGG,,-49.82,,Shared
2026-04-14,OshKosh B'gosh,Clothing,Apple Card,OshKosh B'gosh,,-24.51,,Shared
2026-04-14,State Farm,Insurance,Apple Card,State Farm Insurance,,-262.80,,Shared
2026-04-14,"Apple Card, Cash, and Savings",Other Income,Apple Cash,Deposit,,1.26,,Shared
2026-04-14,Real Property Management,Business Income,CASHBACK DEBIT (...3359),ACH Deposit SIGONFILE From Real Property Ma,,2695.50,,Shared
2026-04-13,Intuit,Financial & Legal Services,CASHBACK DEBIT (...3359),INTUIT *TURBOTA,,-426.00,,Shared
2026-04-13,Goldstar Cleaners,Clothing,Apple Card,Goldstar Cleaners,,-101.20,,Shared
2026-04-13,Phillips 66,Gas,Apple Card,Phillips 66,,-70.07,,Shared
2026-04-13,Circle K,Gas,Apple Card,Circle K - Convenience Store,,-63.07,,Shared
2026-04-13,Uber Eats,Restaurants & Bars,Apple Card,Uber Eats,,-24.74,,Shared
2026-04-13,"Apple Card, Cash, and Savings",Other Income,Apple Cash,Deposit,,0.16,,Shared
2026-04-13,Paddlers Cove,Home Improvement,CASHBACK DEBIT (...3359),ACH Withdrawal Paddlers Cove Pr L6842742,,-250.00,,Shared
2026-04-13,Xcel Energy,Gas & Electric,CASHBACK DEBIT (...3359),ACH Withdrawal XCEL ENERGY-PSCO XCELENERGY,,-168.88,,Shared
2026-04-12,"Apple Card, Cash, and Savings",Other Income,Apple Cash,Deposit,,0.27,,Shared
2026-04-12,"Apple Card, Cash, and Savings",Other Income,Apple Cash,Deposit,,0.27,,Shared
2026-04-12,Amazon,Shopping,Apple Card,Amazon Marketplace,,-16.01,,Shared
2026-04-12,"Apple Card, Cash, and Savings",Transfer,Apple Card,Bill Payment,,13.26,,Shared
2026-04-12,King Soopers,Groceries,Apple Card,King Soopers,,-13.26,,Shared
2026-04-12,"Apple Card, Cash, and Savings",Restaurants & Bars,Apple Cash,Point Of Sale,,-13.26,,Shared
2026-04-11,King Soopers,Groceries,Apple Card,King Soopers,,-27.05,,Shared
2026-04-11,Taaza Mart,Groceries,Apple Card,Taaza Mart Denver,,-108.00,,Shared
2026-04-11,Taaza Mart,Groceries,Apple Card,Taaza Mart,,-7.55,,Shared
2026-04-10,Compark,Shopping,CASHBACK DEBIT (...3359),COMPARK CONVENI,,-64.27,,Shared
2026-04-10,Uber Eats,Restaurants & Bars,Apple Card,Uber Eats,,-39.91,,Shared
2026-04-10,CVS,Shopping,Apple Card,CVS Pharmacy,,-55.11,,Shared
2026-04-10,"Apple Card, Cash, and Savings",Other Income,Apple Cash,Deposit,,1.44,,Shared
2026-04-10,Target,Groceries,Apple Card,Target,,-21.49,,Shared
2026-04-10,Uber Eats,Restaurants & Bars,Apple Card,Uber Eats,,-25.77,,Shared
2026-04-10,Discover,Transfer,CASHBACK DEBIT (...3359),Transfer From CHECKING 6079,,3500.00,,Shared
2026-04-10,Desi Mandi,Restaurants & Bars,Apple Card,Desi Mandi,,-72.22,,Shared
2026-04-09,Uber Eats,Restaurants & Bars,Apple Card,Uber Eats,,-35.18,,Shared
2026-04-09,Uber Eats,Restaurants & Bars,Apple Card,Uber Eats,,-29.74,,Shared
2026-04-09,"Apple Card, Cash, and Savings",Other Income,Apple Cash,Deposit,,0.26,,Shared
2026-04-09,Target,Shopping,CASHBACK DEBIT (...3359),ACH Withdrawal TARGET DEBIT CRD ACH TRAN,,-28.68,,Shared
2026-04-09,Target,Shopping,CASHBACK DEBIT (...3359),ACH Withdrawal TARGET DEBIT CRD ACH TRAN,,-15.00,,Shared
2026-04-08,King Soopers,Groceries,CASHBACK DEBIT (...3359),KING SOOPERS #0,,-84.86,,Shared
2026-04-08,Uber Eats,Restaurants & Bars,Apple Card,Uber Eats,,-83.71,,Shared
2026-04-08,"Apple Card, Cash, and Savings",Other Income,Apple Cash,Deposit,,0.14,,Shared
2026-04-08,Apple,Credit Card Payment,CASHBACK DEBIT (...3359),ACH Withdrawal APPLECARD GSBANK PAYMENT,,-1048.21,,Shared
2026-04-08,Chase,Credit Card Payment,CASHBACK DEBIT (...3359),ACH Withdrawal CHASE CREDIT CRD EPAY,,-1000.00,,Shared
2026-04-08,E-470 Public Highway Authority,Parking & Tolls,Apple Card,E-470 Public Highway Authority,,-25.80,,Shared
2026-04-07,Discover,Transfer,CASHBACK DEBIT (...3359),Transfer From CHECKING 2481,,2500.00,,Shared
2026-04-07,"Apple Card, Cash, and Savings",Other Income,Apple Cash,Deposit,,0.31,,Shared
2026-04-07,"Apple Card, Cash, and Savings",Credit Card Payment,Apple Card,Bill Payment,,1048.21,,Shared
2026-04-07,Apple,Shopping,Apple Card,Apple Services,,-10.49,,Shared
2026-04-07,King Soopers,Groceries,Apple Card,King Soopers,,-13.97,,Shared
2026-04-07,King Soopers,Groceries,Apple Card,King Soopers,,-26.98,,Shared
2026-04-06,STEM School,Education,CASHBACK DEBIT (...3359),STEM SCHOOL STO,,-35.00,,Shared
2026-04-06,Lowe's,Home Improvement,Apple Card,Lowe's,,-75.00,,Shared
2026-04-06,Citi,Credit Card Payment,CASHBACK DEBIT (...3359),ACH Withdrawal CITI CARD ONLINE PAYMENT,,-425.22,,Shared
2026-04-06,Discover,Check,CASHBACK DEBIT (...3359),Check 168,,-650.00,,Shared
2026-04-05,"Apple Card, Cash, and Savings",Other Income,Apple Cash,Deposit,,0.72,,Shared
2026-04-05,Walmart,Groceries,Apple Card,Walmart,,-152.44,,Shared
2026-04-05,"Apple Card, Cash, and Savings",Other Income,Apple Cash,Deposit,,0.13,,Shared
2026-04-05,Walmart,Groceries,Apple Card,Wm Supercenter #1252,,-44.43,,Shared
2026-04-04,At Home,Furniture & Housewares,Apple Card,At Home Store 284,,-81.86,,Shared
2026-04-04,Sport Clips,Personal,Apple Card,Sport Clips,,-36.00,,Shared
2026-04-04,Apple,Shopping,Apple Card,Apple Services,,-4.19,,Shared
2026-04-04,Walmart,Groceries,Apple Card,Wm Supercenter #2892,,-151.33,,Shared
2026-04-03,ExxonMobil,Gas,Apple Card,Exxon Highlands Ranch,,-90.04,,Shared
2026-04-03,"Apple Card, Cash, and Savings",Other Income,Apple Cash,Deposit,,1.36,,Shared
2026-04-03,Uber,Taxi & Ride Shares,Apple Card,Uber *one Membership,,-9.99,,Shared
2026-04-02,Xfinity,Internet & Cable,CASHBACK DEBIT (...3359),XFINITY MOBILE,,-19.79,,Shared
2026-04-02,Discover,Other Income,CASHBACK DEBIT (...3359),Check Deposit,,448.03,,Shared
2026-04-02,"Apple Card, Cash, and Savings",Other Income,Apple Cash,Deposit,,4.56,,Shared
2026-04-02,Phillips 66,Gas,Apple Card,Phillips 66,,-68.18,,Shared
2026-04-02,PWSD Utility,Water,CASHBACK DEBIT (...3359),ACH Withdrawal PWSD UTILITY,,-100.98,,Shared
2026-04-02,Rocket Mortgage,Mortgage,CASHBACK DEBIT (...3359),ACH Withdrawal ROCKET MORTGAGE LOAN,,-3735.85,,Shared
2026-04-02,Chase,Credit Card Payment,CASHBACK DEBIT (...3359),ACH Withdrawal CHASE CREDIT CRD EPAY,,-150.37,,Shared
2026-04-02,Sierra Ridge Met,Rent,CASHBACK DEBIT (...3359),ACH Withdrawal SIERRA RIDGE MET PAYMENT,,-188.50,,Shared
2026-04-01,Bank of America,Loan Repayment,CASHBACK DEBIT (...3359),"ACH Withdrawal Bank of America, NA",,-400.00,,Shared
2026-04-01,ServiceMac,Mortgage,CASHBACK DEBIT (...3359),ACH Withdrawal SERVICEMAC PMT MTGE PAYMT,,-4813.80,,Shared
2026-04-01,Housecall Pro,Home Improvement,Apple Card,Housecall Pro,,-228.00,,Shared
2026-04-01,DSW,Shopping,Apple Card,Dsw Park Meadows,,-85.96,,Shared
2026-03-31,spruce power,Gas & Electric,CASHBACK DEBIT (...3359),ACH Withdrawal Spruce Power 4 PAYMENTS,,-37.36,,Shared
2026-03-31,ATM Withdrawal,Cash & ATM,CASHBACK DEBIT (...3359),ATM Withdrawal,,-500.00,,Shared
2026-03-30,Sunbit,Loan Repayment,CASHBACK DEBIT (...3359),SUNBIT,,-793.05,,Shared
2026-03-30,Target,Shopping,CASHBACK DEBIT (...3359),ACH Withdrawal TARGET DEBIT CRD ACH TRAN,,-49.00,,Shared
2026-03-30,Transfer From Checking,Transfer,CASHBACK DEBIT (...3359),Transfer From CHECKING 6079,,3500.00,,Shared
2026-03-29,Snooze Lone Tree,Restaurants & Bars,Apple Card,Snooze Lone Tree,,-56.32,,Shared
2026-03-28,Deposit,Other Income,Apple Cash,Deposit,,0.68,,Shared
2026-03-28,Deposit,Other Income,Apple Cash,Deposit,,0.03,,Shared
2026-03-28,Deposit,Other Income,Apple Cash,Deposit,,1.66,,Shared
2026-03-28,Deposit,Other Income,Apple Cash,Deposit,,0.03,,Shared
2026-03-28,Walmart,Medical,Apple Card,Walmart Vision Center,,-165.75,,Shared
2026-03-28,Apple,Shopping,Apple Card,Apple,,-0.99,,Shared
2026-03-28,Apple,Shopping,Apple Card,Apple,,-0.99,,Shared
2026-03-27,Transfer From Checking,Transfer,CASHBACK DEBIT (...3359),Transfer From CHECKING 2481,,3900.00,,Shared
2026-03-27,Compark Convenience,Gas,Apple Card,Compark Convenience,,-68.12,,Shared
2026-03-27,Deposit,Other Income,Apple Cash,Deposit,,0.27,,Shared
2026-03-27,Deposit,Other Income,Apple Cash,Deposit,,0.24,,Shared
2026-03-27,Afw Compark,Parking & Tolls,Apple Card,Afw-compark #61,,-150.00,,Shared
2026-03-27,Google,Internet & Cable,Apple Card,Google,,-24.14,,Shared
2026-03-27,Hobby Lobby,Shopping,Apple Card,Hobby Lobby,,-105.42,,Shared
2026-03-26,E Public Highway Authority,Parking & Tolls,Apple Card,E-470 Public Highway Authority,,-27.30,,Shared
2026-03-25,Deposit,Other Income,Apple Cash,Deposit,,0.26,,Shared
2026-03-24,Phillips 66,Gas,Apple Card,Phillips 66,,-80.53,,Shared
2026-03-24,Deposit,Other Income,Apple Cash,Deposit,,1.37,,Shared
2026-03-24,Deposit,Other Income,Apple Cash,Deposit,,0.32,,Shared
2026-03-24,E Public Highway Authority,Parking & Tolls,Apple Card,E-470 Public Highway Authority,,-26.06,,Shared
2026-03-24,Comcast,Internet & Cable,CASHBACK DEBIT (...3359),ACH Withdrawal COMCAST-XFINITY CABLE SVCS,,-50.59,,Shared
2026-03-23,King Soopers,Groceries,Apple Card,King Soopers,,-31.68,,Shared
2026-03-23,Toyota,Auto Payment,CASHBACK DEBIT (...3359),ACH Withdrawal TOYOTA ACH RTL WEB,,-1019.19,,Shared
2026-03-23,Circle K,Miscellaneous,Apple Card,Circle K - Convenience Store,,-68.52,,Shared
2026-03-22,Taaza Mart,Groceries,Apple Card,Taaza Mart Denver,,-136.98,,Shared
2026-03-22,Taaza Mart,Groceries,Apple Card,Taaza Mart Holding,,-75.48,,Shared
2026-03-22,Deposit,Other Income,Apple Cash,Deposit,,1.65,,Shared
2026-03-22,Deposit,Other Income,Apple Cash,Deposit,,2.02,,Shared
2026-03-21,Deposit,Other Income,Apple Cash,Deposit,,1.00,,Shared
2026-03-21,Deposit,Other Income,Apple Cash,Deposit,,0.97,,Shared
2026-03-21,Deposit,Other Income,Apple Cash,Deposit,,0.32,,Shared
2026-03-21,Deposit,Other Income,Apple Cash,Deposit,,1.47,,Shared
2026-03-21,Deposit,Other Income,Apple Cash,Deposit,,1.49,,Shared
2026-03-21,Phillips 66,Gas,Apple Card,Phillips 66,,-71.82,,Shared
2026-03-21,Love's Travel Stops,Gas,Apple Card,Love's Travel Stop,,-48.60,,Shared
2026-03-21,Hareli Fresh Market,Groceries,Apple Card,Hareli Fresh Market,,-155.80,,Shared
2026-03-21,Payrix,Groceries,Apple Card,PY * hareli Fresh Marke,,-165.45,,Shared
2026-03-20,Saravana Bhavan,Restaurants & Bars,Apple Card,Saravana Bhavan,,-49.95,,Shared
2026-03-20,E-470 Public Highway Authority,Parking & Tolls,Apple Card,E 470 Express Tolls,,-31.58,,Shared
2026-03-20,risckys steakhouse,Restaurants & Bars,Apple Card,Riscky's Steakhouse,,-100.90,,Shared
2026-03-20,Apple,Credit Card Payment,CASHBACK DEBIT (...3359),ACH Withdrawal APPLECARD GSBANK PAYMENT,,-520.21,,Shared
2026-03-20,Deposit,Other Income,Apple Cash,Deposit,,0.98,,Shared
2026-03-20,Deposit,Other Income,Apple Cash,Deposit,,0.87,,Shared
2026-03-20,Deposit,Other Income,Apple Cash,Deposit,,7.99,,Shared
2026-03-20,Sassy Pantz,Clothing,Apple Card,Sassy Pantz,,-74.63,,Shared
2026-03-20,Longhorn General Store,Shopping,Apple Card,Longhorn General Store,,-22.30,,Shared
2026-03-20,Circle K,Gas,Apple Card,Circle K # 42802,,-73.32,,Shared
2026-03-20,Deposit,Other Income,Apple Cash,Deposit,,0.17,,Shared
2026-03-20,Madurai Thattu Kadai,Restaurants & Bars,Apple Card,Madurai Thattu Kadai,,-98.26,,Shared
2026-03-19,Nalli Silks,Clothing,Apple Card,Nalli Silks,,-399.71,,Shared
2026-03-19,Bill Payment,Transfer,Apple Card,Bill Payment,,520.21,,Shared
2026-03-19,Bill Payment,Transfer,Apple Card,Bill Payment,,4.79,,Shared
2026-03-19,A Bfrisco,Restaurants & Bars,Apple Card,A2BFrisco,,-43.30,,Shared
2026-03-19,HomeGoods,Shopping,Apple Card,HomeGoods,,-86.54,,Shared
2026-03-19,Point of Sale,Restaurants & Bars,Apple Cash,Point Of Sale,,-4.79,,Shared
2026-03-19,Deposit,Other Income,Apple Cash,Deposit,,1.03,,Shared
2026-03-19,Deposit,Other Income,Apple Cash,Deposit,,0.56,,Shared
2026-03-18,Shell,Gas,Apple Card,Shell,,-8.64,,Shared
2026-03-18,Texas Best,Restaurants & Bars,Apple Card,Texas Best 8,,-32.96,,Shared
2026-03-18,Love's Travel Stops,Gas,Apple Card,Love's #0247 Outside,,-51.39,,Shared
2026-03-18,Apple Services,Shopping,Apple Card,Apple Services,,-2.04,,Shared
2026-03-18,Apple,Shopping,Apple Card,Apple,,-11.81,,Shared
2026-03-18,Raton Truck Stop,Gas,Apple Card,Raton Truck Stop,,-56.42,,Shared
2026-03-18,7-Eleven,Restaurants & Bars,Apple Card,7-Eleven,,-11.06,,Shared
2026-03-18,Booking.com,Travel & Vacation,Apple Card,Booking.com,,-121.40,,Shared
2026-03-17,Waterway Billin,Water,CASHBACK DEBIT (...3359),WATERWAY BILLIN,,-37.00,,Shared
2026-03-17,Costco,Shopping,CASHBACK DEBIT (...3359),COSTCO WHSE #10,,-105.63,,Shared
2026-03-17,Walmart,Groceries,Apple Card,Wm Supercenter #2892,,-143.21,,Shared
2026-03-17,Chick-fil-A,Restaurants & Bars,Apple Card,Chick-fil-A,,-49.03,,Shared
2026-03-17,Apple Services,Shopping,Apple Card,Apple Services,,-9.99,,Shared
2026-03-16,App.com,Shopping,Apple Card,formula-app.com,,-62.99,,Shared
2026-03-16,Xcel Energy,Gas & Electric,CASHBACK DEBIT (...3359),ACH Withdrawal XCEL ENERGY-PSCO XCELENERGY,,-252.06,,Shared
2026-03-16,Citi,Credit Card Payment,CASHBACK DEBIT (...3359),ACH Withdrawal CITI CARD ONLINE PAYMENT,,-425.23,,Shared
2026-03-16,Apple,Credit Card Payment,CASHBACK DEBIT (...3359),ACH Withdrawal APPLECARD GSBANK PAYMENT,,-494.31,,Shared
2026-03-15,Walmart,Shopping,CASHBACK DEBIT (...3359),WM SUPERCENTER,,-24.84,,Shared
2026-03-15,Deposit,Other Income,Apple Cash,Deposit,,0.57,,Shared
2026-03-15,Deposit,Other Income,Apple Cash,Deposit,,2.63,,Shared
2026-03-14,Point of Sale,Restaurants & Bars,Apple Cash,Point Of Sale,,-5.69,,Shared
2026-03-14,Bill Payment,Transfer,Apple Card,Bill Payment,,494.31,,Shared
2026-03-14,Bill Payment,Transfer,Apple Card,Bill Payment,,5.69,,Shared
2026-03-14,Deposit,Other Income,Apple Cash,Deposit,,1.34,,Shared
2026-03-14,State Farm,Insurance,Apple Card,State Farm,,-262.80,,Shared
2026-03-13,Real Property Management,Business Income,CASHBACK DEBIT (...3359),ACH Deposit SIGONFILE From Real Property Ma,,2695.50,,Shared
2026-03-13,Transfer From Checking,Transfer,CASHBACK DEBIT (...3359),Transfer From CHECKING 6079,,3500.00,,Shared
2026-03-13,S&s Fuels,Gas,CASHBACK DEBIT (...3359),S&S FUELS #305,,-83.68,,Shared
2026-03-13,McDonald's,Restaurants & Bars,Apple Card,McDonald's,,-24.15,,Shared
2026-03-13,Chick-fil-A,Restaurants & Bars,Apple Card,Chick-fil-A,,-28.32,,Shared
2026-03-13,Phillips 66,Gas,Apple Card,Phillips 66,,-67.11,,Shared
2026-03-12,Uber Eats,Restaurants & Bars,Apple Card,Uber Eats,,-30.42,,Shared
2026-03-12,CVS,Groceries,Apple Card,CVS Pharmacy,,-63.71,,Shared
2026-03-11,Check Deposit,Other Income,CASHBACK DEBIT (...3359),Check Deposit,,36.00,,Shared
2026-03-11,Deposit,Other Income,Apple Cash,Deposit,,0.17,,Shared
2026-03-11,Deposit,Other Income,Apple Cash,Deposit,,0.93,,Shared
2026-03-11,Transfer From Checking,Transfer,CASHBACK DEBIT (...3359),Transfer From CHECKING 2481,,1000.00,,Shared
2026-03-11,Walmart,Groceries,Apple Card,Wal-mart #3313,,-92.93,,Shared
2026-03-10,douglas county,Taxes,CASHBACK DEBIT (...3359),DOUGLAS COUNTY,,-7.00,,Shared
2026-03-10,Deposit,Other Income,Apple Cash,Deposit,,0.81,,Shared
2026-03-10,Transfer From Checking,Transfer,CASHBACK DEBIT (...3359),Transfer From CHECKING 6079,,166.17,,Shared
2026-03-09,Chick-fil-A,Restaurants & Bars,Apple Card,Chick-fil-A,,-16.99,,Shared
2026-03-09,Highlands Ranch,Restaurants & Bars,CASHBACK DEBIT (...3359),HIGHLANDS RANCH,,-72.74,,Shared
2026-03-09,Check #167,Check,CASHBACK DEBIT (...3359),Check              167,,-520.00,,Shared
2026-03-09,Uber Eats,Restaurants & Bars,Apple Card,Uber Eats,,-19.44,,Shared
2026-03-09,Deposit,Other Income,Apple Cash,Deposit,,1.19,,Shared
2026-03-08,Olive Garden,Restaurants & Bars,Apple Card,Olive Garden Italian Restaurant,,-40.70,,Shared
2026-03-08,Deposit,Other Income,Apple Cash,Deposit,,0.99,,Shared
2026-03-08,Deposit,Other Income,Apple Cash,Deposit,,0.26,,Shared
2026-03-08,Phillips 66,Gas,Apple Card,Phillips 66,,-59.41,,Shared
2026-03-08,Transfer,Transfer,Apple Cash,Transfer,,-55.00,,Shared
2026-03-07,Apple Pay,Transfer,CASHBACK DEBIT (...3359),APPLE CASH SENT,,-50.01,,Shared
2026-03-07,King Soopers,Groceries,Apple Card,King Soopers,,-98.50,,Shared
2026-03-07,E Public Highway Authority,Parking & Tolls,Apple Card,E-470 Public Highway Authority,,-26.20,,Shared
2026-03-07,Deposit,Other Income,Apple Cash,Deposit,,0.21,,Shared
2026-03-07,King Soopers,Groceries,Apple Card,King Soopers,,-60.85,,Shared
2026-03-06,Target,Shopping,CASHBACK DEBIT (...3359),ACH Withdrawal TARGET DEBIT CRD ACH TRAN 5S0102 TARGET 2458                 AURORA          CO,,-91.94,,Shared
2026-03-05,Waterway Billin,Water,CASHBACK DEBIT (...3359),WATERWAY BILLIN,,-37.00,,Shared
2026-03-05,Xfinity,Internet & Cable,CASHBACK DEBIT (...3359),XFINITY MOBILE,,-19.79,,Shared
2026-03-05,Target,Shopping,CASHBACK DEBIT (...3359),ACH Withdrawal TARGET DEBIT CRD ACH TRAN 5S0102 TARGET 2219                 PARKER          CO,,-10.84,,Shared
2026-03-05,Target,Shopping,CASHBACK DEBIT (...3359),ACH Withdrawal TARGET DEBIT CRD ACH TRAN,,-11.24,,Shared
2026-03-05,Deposit,Other Income,Apple Cash,Deposit,,0.13,,Shared
2026-03-05,Raising Cane's,Restaurants & Bars,Apple Card,Raising Cane's Chicken Fingers,,-20.87,,Shared
2026-03-05,Ledo Thai,Restaurants & Bars,Apple Card,Ledo Thai,,-36.76,,Shared
2026-03-04,Chase,Credit Card Payment,CASHBACK DEBIT (...3359),ACH Withdrawal CHASE CREDIT CRD EPAY,,-1586.16,,Shared
2026-03-04,Deposit,Other Income,Apple Cash,Deposit,,0.66,,Shared
2026-03-04,Deposit,Other Income,Apple Cash,Deposit,,1.94,,Shared
2026-03-04,Deposit,Other Income,Apple Cash,Deposit,,0.82,,Shared
2026-03-04,Apple,Shopping,Apple Card,Apple,,-4.19,,Shared
2026-03-04,Uber Eats,Restaurants & Bars,Apple Card,Uber Eats,,-3.69,,Shared
2026-03-04,Uber Eats,Restaurants & Bars,Apple Card,Uber Eats,,-21.96,,Shared
2026-03-04,Deposit,Other Income,Apple Cash,Deposit,,0.36,,Shared
2026-03-04,Walmart,Groceries,Apple Card,Walmart Supercenter,,-65.63,,Shared
2026-03-03,Target,Shopping,CASHBACK DEBIT (...3359),ACH Withdrawal TARGET DEBIT CRD ACH TRAN 5S0102 TARGET 2023                 LONE TREE       CO,,-18.55,,Shared
2026-03-03,spruce power,Gas & Electric,CASHBACK DEBIT (...3359),ACH Withdrawal Spruce Power 4 PAYMENTS,,-31.10,,Shared
2026-03-03,Transfer From Checking,Transfer,CASHBACK DEBIT (...3359),Transfer From CHECKING 6079,,2000.00,,Shared
2026-03-03,Phillips 66,Gas,Apple Card,Phillips 66,,-40.79,,Shared
2026-03-03,Bill Payment,Transfer,Apple Card,Bill Payment,,8.66,,Shared
